time,data
1.8175696157281749,24.446355841929304
4.510814988431006,12.18930836328379
5.946985342509143,-2.72613580879068
7.186960308054427,-7.635403624384823
7.888109680608399,11.829313850461348
10.342036290750817,-6.486579380855757
11.714242967972694,-16.92346226702032
13.048806817644548,-3.6099590652828226
13.260162920926025,8.53670047146775
15.585097227054245,15.399291470020987
15.668464233822151,-1.8083305360192545
15.66990076922426,-7.634558519822858
16.122083116765197,11.759556671674048
16.165975065264263,12.242041784443199
18.13374139357556,-7.411222570834582
21.17377668292329,9.450980131277355
21.58907367064682,-2.5575030824371745
22.976964456243234,2.9796891095265567
23.44103732015317,5.936403451969028
23.444410514570773,0.7937366225417231
23.77626523396613,-4.231857784017914
24.92180426490236,-6.192282368383394
26.525079111652378,-9.474693199768314
27.334769601280282,1.7710078291922517
27.38678073451133,4.542396578628805
28.930265312219856,1.145877368474789
28.931734004612327,9.178762306332807
30.446044096601533,-8.29812990942616
32.704944168406705,-8.773661323737148
32.78135814092869,8.717685588309582
33.10881013997856,7.178207111345446
33.21438690113072,-24.697883726535128
33.92476921455807,9.24437164128694
34.14912264037117,-3.271761186156923
34.67729811842487,-13.2155364826997
34.718279300200955,-15.279370199662782
35.148615995904066,19.703127756576446
35.234989254654806,1.0378613336777953
35.25761333989866,-5.83117298879738
36.18612221907775,-4.256297269504467
37.29718066151195,10.823164316015921
38.91539341972205,-2.5476708160043
39.30860363437667,12.903888485989539
39.97379164377896,9.644847836059725
41.002697549916725,-12.902223030475804
41.75267579819307,-10.16806967093379
42.118754435000056,8.60592451209906
43.800801279488425,7.631212082277827
44.358968554067445,8.876408326241704
47.328329637533194,21.716638200517124
48.87736446097735,7.7054825291291404
49.25450770458633,10.873207439495026
49.40720220669884,13.454828018927984
51.29897071763433,-5.158002232016845
51.56241499137554,-2.013730492936782
51.62721345396478,14.61045288178864
52.30931937509434,14.87183157110027
52.85436347779044,-6.347949477666166
53.495307792827276,5.769728787515992
54.084875494775446,-1.272879116896155
54.90279737429152,-9.699507875796845
55.027646722440764,9.044714387518207
55.6771741010625,17.855841108682483
55.84988067334082,-27.28500971740232
56.22736335733565,-2.2854876248566867
57.56378693652078,-5.992846118417646
57.58792131659498,9.52317943830417
57.84286259724033,1.5532018582100422
58.863301752453914,31.936622308629094
62.05906382985223,-14.608925395874165
63.1954826354699,-12.407005449247348
64.49600445286046,8.703512792862226
64.9964291623516,8.986904064440445
66.21480309750177,7.264674576908672
66.28586272543023,0.904723502421418
66.5306365741453,-3.5084526637891464
70.68518503457219,1.117934193944599
72.3336640733972,-4.012431318677731
72.4308743215685,8.766480800067937
72.85193951677883,-8.379157585340783
73.22386380111634,4.623201009330867
73.23869991428454,-19.24957572819745
74.22837609757622,-3.4103712170554834
75.25286682707512,-2.362497709355574
76.8108540852381,-18.401732059659707
80.70920307949153,-0.39813243058508174
81.79266196622387,15.152084925126545
81.89907467683443,-3.875232062656819
83.47389087265927,-16.17173569972237
83.59536766336693,19.261278878454835
85.03514120421198,1.7469541196901242
85.8534987050267,-14.181163170234703
85.86511456802964,9.72550682441306
85.99200987871438,-6.300506272483742
87.16231133620681,-0.5844475265681357
87.5102178124617,-3.5636751501652237
87.6742739304448,-3.4277972374932517
89.49643166260347,2.0871483016156382
90.18944002177977,-21.70659002404084
92.05231169184496,2.1179489275218177
93.29708261895892,3.9637272311720384
93.3856677952286,6.846087709046779
94.39313388689546,-17.129154896126053
94.66134710461388,6.4317890951824745
97.85694373796288,2.8446534366861362
99.01288416593336,-1.077466375856714
101.2649412374347,-2.1707994445358967
101.31327548636452,8.639218615666065
